order_id,order_date,region,product_category,units_sold,revenue,cost
2913,2024-06-26,West,Sports,1,71.49,49.21
2950,2024-06-26,West,Apparel,7,248.42,164.43
1366,2024-06-27,North,Apparel,6,93.28,51.66
1394,2024-06-27,North,Home & Garden,11,461.63,319.48
2432,2024-06-27,East,Electronics,8,341.57,206.52
2910,2024-06-27,West,Electronics,1,108.65,62.85
2942,2024-06-27,West,Books,12,88.0,48.94
1391,2024-06-28,North,Books,3,29.9,18.75
1872,2024-06-28,South,Home & Garden,9,202.36,140.75
1903,2024-06-28,South,Electronics,8,732.31,414.87
1911,2024-06-28,South,Electronics,11,1240.12,831.41
2405,2024-06-28,East,Apparel,6,101.99,70.13
2919,2024-06-28,West,Electronics,8,1169.41,679.23
1344,2024-06-29,North,Electronics,4,131.76,89.48
1894,2024-06-29,South,Electronics,10,540.07,365.2
2927,2024-06-30,West,Home & Garden,9,253.0,149.77
1438,2024-07-01,North,Sports,9,240.2,169.04
1441,2024-07-01,North,Sports,11,122.02,73.49
1925,2024-07-01,South,Sports,12,506.56,374.34
1972,2024-07-01,South,Apparel,1,12.79,9.21
3007,2024-07-01,West,Home & Garden,11,220.44,121.33
1396,2024-07-02,North,Books,2,15.87,9.64
1960,2024-07-02,South,Electronics,3,144.03,106.8
2452,2024-07-02,East,Apparel,10,186.54,128.61
2505,2024-07-02,East,Electronics,3,235.3,150.51
2485,2024-07-03,East,Sports,9,207.16,142.9
2991,2024-07-03,West,Sports,2,124.21,82.54
2446,2024-07-04,East,Electronics,1,44.14,25.33
2465,2024-07-04,East,Apparel,11,136.19,87.96
1946,2024-07-06,South,Apparel,4,73.54,45.56
2454,2024-07-06,East,Home & Garden,10,102.45,56.46
2497,2024-07-06,East,Electronics,7,224.99,156.42
2979,2024-07-06,West,Books,12,171.03,99.11
1403,2024-07-07,North,Books,11,93.76,69.51
1459,2024-07-07,North,Books,7,52.24,38.93
2968,2024-07-07,West,Apparel,3,70.17,48.84
2981,2024-07-07,West,Electronics,9,711.88,522.27
1923,2024-07-08,South,Electronics,12,572.33,421.51
1954,2024-07-08,South,Electronics,6,272.15,192.04
2461,2024-07-08,East,Books,1,8.26,6.06
2460,2024-07-09,East,Apparel,10,154.92,85.55
2478,2024-07-09,East,Home & Garden,2,56.98,41.5
1975,2024-07-10,South,Sports,10,92.25,65.75
2463,2024-07-10,East,Apparel,11,172.12,114.16
2997,2024-07-10,West,Home & Garden,12,643.94,424.16
1440,2024-07-11,North,Home & Garden,10,125.91,72.22
1413,2024-07-12,North,Home & Garden,8,56.93,40.38
1979,2024-07-12,South,Books,7,25.11,17.56
2492,2024-07-12,East,Books,1,7.62,4.91
1418,2024-07-13,North,Apparel,12,267.62,150.93
2503,2024-07-13,East,Home & Garden,6,111.26,69.09
1930,2024-07-14,South,Electronics,6,506.17,330.46
1961,2024-07-14,South,Books,12,114.46,81.62
1982,2024-07-14,South,Electronics,4,246.21,148.67
2970,2024-07-14,West,Apparel,4,40.19,27.67
3012,2024-07-14,West,Apparel,7,229.89,162.81
3028,2024-07-14,West,Apparel,1,18.86,11.52
2984,2024-07-15,West,Sports,2,58.94,37.77
3003,2024-07-15,West,Home & Garden,12,510.45,328.84
1444,2024-07-16,North,Apparel,8,207.51,139.61
1457,2024-07-16,North,Electronics,11,1293.84,807.67
1943,2024-07-17,South,Home & Garden,6,200.8,118.87
1422,2024-07-18,North,Books,4,9.51,5.29
1924,2024-07-18,South,Sports,8,318.42,233.14
1927,2024-07-18,South,Books,6,20.71,12.43
1973,2024-07-18,South,Home & Garden,8,339.61,190.58
1974,2024-07-18,South,Electronics,12,1025.97,700.28
2459,2024-07-18,East,Electronics,1,32.52,19.6
1957,2024-07-19,South,Sports,2,30.94,18.13
2445,2024-07-19,East,Electronics,12,1038.62,740.43
1424,2024-07-20,North,Home & Garden,7,223.51,140.67
1431,2024-07-20,North,Apparel,3,60.73,39.25
1931,2024-07-20,South,Sports,2,33.05,20.59
1937,2024-07-20,South,Books,3,13.82,8.15
1976,2024-07-20,South,Apparel,8,142.91,100.93
1986,2024-07-20,South,Sports,2,99.03,69.69
1987,2024-07-21,South,Books,9,47.18,28.69
2969,2024-07-21,West,Apparel,4,114.24,72.0
2985,2024-07-21,West,Electronics,6,803.75,483.97
2992,2024-07-21,West,Apparel,10,66.74,38.73
3005,2024-07-21,West,Books,12,91.27,63.66
3020,2024-07-21,West,Home & Garden,6,176.33,128.25
2440,2024-07-22,East,Electronics,6,409.44,238.25
2495,2024-07-22,East,Home & Garden,9,311.68,224.19
2988,2024-07-22,West,Electronics,6,660.96,388.57
3006,2024-07-22,West,Electronics,1,28.36,20.55
3019,2024-07-22,West,Books,6,61.28,44.63
1451,2024-07-23,North,Sports,9,537.97,390.15
1455,2024-07-23,North,Sports,6,354.25,230.19
3018,2024-07-23,West,Electronics,12,1429.88,896.38
1461,2024-07-24,North,Books,5,30.2,20.84
1921,2024-07-24,South,Sports,6,171.3,122.1
1932,2024-07-24,South,Books,5,25.01,15.55
1950,2024-07-24,South,Electronics,3,208.63,144.81
1419,2024-07-25,North,Home & Garden,8,126.55,77.61
1456,2024-07-26,North,Apparel,12,110.62,78.07
3013,2024-07-26,West,Apparel,12,92.08,54.08
2481,2024-07-27,East,Books,10,109.76,63.1
3010,2024-07-27,West,Books,10,118.64,82.98
1956,2024-07-29,South,Home & Garden,5,185.73,118.27
1411,2024-07-30,North,Home & Garden,7,148.95,101.03
1971,2024-07-30,South,Sports,2,81.17,48.46
1463,2024-07-31,North,Books,7,38.13,24.19
2496,2024-07-31,East,Books,6,16.38,11.11
3030,2024-07-31,West,Electronics,3,349.16,216.12
2464,2024-08-01,East,Sports,11,96.35,68.04
2482,2024-08-01,East,Sports,4,161.61,110.58
2980,2024-08-01,West,Sports,4,42.97,24.37
1397,2024-08-02,North,Apparel,1,9.03,6.53
2475,2024-08-02,East,Books,2,5.0,3.68
1402,2024-08-03,North,Apparel,3,25.32,15.56
1427,2024-08-03,North,Home & Garden,4,150.29,84.06
1446,2024-08-03,North,Apparel,6,29.72,20.58
1951,2024-08-03,South,Home & Garden,4,35.15,23.83
2489,2024-08-03,East,Sports,3,108.54,80.95
2976,2024-08-03,West,Books,8,81.14,58.01
1967,2024-08-04,South,Sports,11,527.41,393.24
2480,2024-08-04,East,Books,6,25.25,18.05
1449,2024-08-05,North,Sports,6,42.44,28.01
1952,2024-08-05,South,Apparel,5,22.04,14.98
1969,2024-08-05,South,Apparel,2,12.9,9.6
1407,2024-08-06,North,Electronics,9,954.09,561.48
1958,2024-08-06,South,Electronics,5,152.09,91.11
1964,2024-08-06,South,Apparel,11,208.62,118.99
1965,2024-08-06,South,Home & Garden,2,76.29,44.68
1984,2024-08-06,South,Sports,9,408.15,257.73
1401,2024-08-07,North,Sports,3,108.74,65.88
1405,2024-08-07,North,Apparel,10,260.28,166.35
1963,2024-08-07,South,Electronics,9,834.73,518.09
3032,2024-08-07,West,Electronics,9,590.06,359.25
3024,2024-08-08,West,Electronics,7,553.97,369.11
1922,2024-08-09,South,Electronics,5,314.46,183.34
1940,2024-08-09,South,Apparel,4,50.09,30.36
1962,2024-08-09,South,Home & Garden,8,255.0,145.49
2999,2024-08-09,West,Home & Garden,3,27.46,20.22
1458,2024-08-10,North,Sports,10,467.76,311.22
2972,2024-08-10,West,Apparel,12,138.99,82.86
2990,2024-08-10,West,Sports,4,124.62,82.68
2993,2024-08-10,West,Home & Garden,11,270.75,171.04
2471,2024-08-11,East,Apparel,10,210.47,140.92
2473,2024-08-11,East,Apparel,8,52.38,37.08
1421,2024-08-12,North,Sports,8,76.46,46.34
2451,2024-08-13,East,Apparel,10,41.23,26.06
2468,2024-08-13,East,Home & Garden,9,326.14,234.14
2474,2024-08-13,East,Apparel,11,120.14,74.28
1416,2024-08-14,North,Apparel,7,141.07,80.82
1430,2024-08-14,North,Sports,8,219.96,133.33
1439,2024-08-14,North,Books,12,57.74,42.27
1941,2024-08-14,South,Sports,4,28.36,18.28
1454,2024-08-15,North,Books,9,80.5,45.5
2447,2024-08-15,East,Sports,1,15.15,9.78
3008,2024-08-15,West,Books,12,152.8,85.95
1947,2024-08-16,South,Sports,11,277.55,153.87
2439,2024-08-16,East,Sports,2,46.66,33.71
2490,2024-08-16,East,Electronics,4,97.49,71.79
1443,2024-08-17,North,Books,9,45.93,33.2
1462,2024-08-17,North,Home & Garden,7,62.99,38.05
2443,2024-08-17,East,Books,7,40.64,23.22
1399,2024-08-18,North,Sports,7,213.46,143.9
2486,2024-08-18,East,Apparel,7,63.63,42.64
2488,2024-08-18,East,Electronics,8,419.28,307.05
1436,2024-08-19,North,Apparel,2,30.87,18.07
1944,2024-08-19,South,Electronics,2,67.29,39.57
2453,2024-08-19,East,Books,11,37.71,27.18
2484,2024-08-19,East,Books,7,43.88,27.14
3015,2024-08-19,West,Electronics,11,384.97,283.67
3031,2024-08-19,West,Sports,2,111.21,69.12
3027,2024-08-20,West,Sports,5,232.47,144.53
1939,2024-08-21,South,Electronics,5,453.56,286.4
2502,2024-08-21,East,Sports,12,331.02,241.45
3001,2024-08-21,West,Home & Garden,12,163.47,113.28
2499,2024-08-22,East,Apparel,9,62.26,35.68
2500,2024-08-22,East,Sports,7,301.27,210.91
2977,2024-08-22,West,Electronics,10,1138.31,749.38
2467,2024-08-23,East,Electronics,9,239.35,153.88
1420,2024-08-24,North,Apparel,1,19.54,13.4
1978,2024-08-24,South,Sports,9,201.59,121.83
2458,2024-08-24,East,Electronics,2,51.08,37.57
2493,2024-08-24,East,Apparel,4,83.14,58.75
2457,2024-08-25,East,Electronics,12,712.61,471.36
2483,2024-08-25,East,Books,10,53.13,30.82
3002,2024-08-25,West,Apparel,3,31.91,20.95
1400,2024-08-26,North,Apparel,11,209.01,155.26
2987,2024-08-26,West,Electronics,5,401.49,222.49
3000,2024-08-26,West,Books,8,56.76,41.95
3022,2024-08-26,West,Books,10,85.6,55.61
2491,2024-08-27,East,Apparel,5,55.03,31.0
2501,2024-08-27,East,Books,12,127.0,76.27
3009,2024-08-27,West,Sports,9,291.58,209.58
3033,2024-08-27,West,Books,1,5.0,3.16
2437,2024-08-30,East,Books,3,14.64,9.24
2487,2024-08-30,East,Electronics,11,1034.09,640.14
1432,2024-08-31,North,Sports,4,72.46,41.81
1934,2024-08-31,South,Home & Garden,2,70.68,51.34
2462,2024-08-31,East,Apparel,4,54.16,39.09
2450,2024-09-01,East,Electronics,8,289.47,181.2
1949,2024-09-02,South,Books,9,75.97,45.91
2476,2024-09-02,East,Sports,9,126.1,94.11
1425,2024-09-03,North,Electronics,11,423.75,246.56
1935,2024-09-03,South,Sports,3,41.08,24.54
1985,2024-09-03,South,Electronics,9,889.34,540.74
3011,2024-09-03,West,Home & Garden,11,346.18,217.93
3017,2024-09-03,West,Electronics,6,788.42,537.82
1408,2024-09-04,North,Electronics,2,77.5,54.62
1433,2024-09-04,North,Electronics,10,399.88,270.93
2466,2024-09-04,East,Sports,11,280.12,187.67
2504,2024-09-04,East,Books,8,35.99,23.44
3026,2024-09-04,West,Sports,1,63.12,40.51
1404,2024-09-05,North,Electronics,9,341.37,210.36
2470,2024-09-05,East,Books,11,69.99,51.47
3016,2024-09-05,West,Electronics,11,1524.23,873.93
1966,2024-09-06,South,Home & Garden,10,336.51,244.0
2498,2024-09-06,East,Sports,11,452.9,296.51
1442,2024-09-07,North,Sports,10,466.94,301.87
2449,2024-09-07,East,Electronics,7,462.64,258.03
2494,2024-09-07,East,Electronics,8,572.77,352.31
2978,2024-09-07,West,Sports,3,107.87,66.16
2996,2024-09-07,West,Apparel,12,96.68,56.52
2998,2024-09-07,West,Sports,7,101.36,56.93
3025,2024-09-07,West,Electronics,7,449.39,306.74
1414,2024-09-08,North,Home & Garden,11,405.51,300.03
1928,2024-09-08,South,Electronics,5,212.4,129.77
2974,2024-09-08,West,Home & Garden,8,296.19,168.29
3029,2024-09-08,West,Books,4,57.99,36.72
1415,2024-09-09,North,Books,3,29.86,20.89
1398,2024-09-10,North,Apparel,12,154.76,86.57
1450,2024-09-10,North,Books,6,36.27,19.98
1980,2024-09-10,South,Books,2,16.38,11.64
3023,2024-09-10,West,Home & Garden,11,312.61,222.08
1426,2024-09-11,North,Books,11,30.43,18.15
1983,2024-09-11,South,Books,1,8.6,5.34
2479,2024-09-11,East,Electronics,1,27.17,18.22
1452,2024-09-12,North,Home & Garden,12,297.19,203.97
2441,2024-09-12,East,Apparel,4,46.48,30.39
2442,2024-09-12,East,Electronics,5,461.87,264.83
1423,2024-09-13,North,Books,7,71.57,48.72
1435,2024-09-13,North,Apparel,10,98.78,58.87
1955,2024-09-13,South,Electronics,12,1025.33,731.44
2438,2024-09-13,East,Sports,6,255.82,168.45
2973,2024-09-13,West,Books,5,72.81,40.73
3021,2024-09-13,West,Books,1,8.85,5.41
1453,2024-09-14,North,Electronics,8,237.84,145.83
2469,2024-09-14,East,Books,11,30.68,18.98
1447,2024-09-15,North,Electronics,3,220.76,122.9
1448,2024-09-15,North,Books,9,82.21,46.64
1948,2024-09-15,South,Home & Garden,12,414.71,295.65
2477,2024-09-15,East,Electronics,8,517.93,289.11
3014,2024-09-15,West,Electronics,9,851.71,550.59
1942,2024-09-16,South,Electronics,7,219.73,145.1
1970,2024-09-16,South,Home & Garden,3,41.59,27.3
1437,2024-09-17,North,Books,1,9.0,5.92
2448,2024-09-17,East,Books,1,5.0,3.55
2982,2024-09-17,West,Electronics,11,1463.9,1008.21
3004,2024-09-17,West,Sports,3,222.47,126.65
1412,2024-09-18,North,Electronics,12,961.9,587.02
1988,2024-09-18,South,Sports,1,13.27,7.7
2994,2024-09-18,West,Home & Garden,11,310.93,172.69
1953,2024-09-19,South,Books,6,21.78,13.26
1989,2024-09-19,South,Sports,2,67.87,38.51
2983,2024-09-19,West,Apparel,10,73.68,45.22
2444,2024-09-20,East,Sports,3,15.49,8.85
1406,2024-09-21,North,Books,10,81.69,49.12
1929,2024-09-21,South,Books,1,5.0,3.05
1959,2024-09-21,South,Sports,2,11.28,6.45
1981,2024-09-21,South,Sports,4,156.0,90.88
2986,2024-09-21,West,Sports,4,191.79,116.78
1428,2024-09-22,North,Home & Garden,2,71.52,41.82
1429,2024-09-22,North,Sports,6,99.13,62.57
1968,2024-09-22,South,Apparel,6,67.94,43.18
2455,2024-09-22,East,Apparel,7,47.32,30.23
1434,2024-09-23,North,Home & Garden,2,43.67,25.26
1417,2024-09-24,North,Books,1,6.62,3.73
2472,2024-09-24,East,Apparel,10,62.53,41.18
2971,2024-09-24,West,Sports,8,286.63,177.56
2995,2024-09-24,West,Books,6,59.9,36.21
1936,2024-09-25,South,Home & Garden,7,152.43,91.39
1409,2024-09-26,North,Sports,2,92.76,52.36
1410,2024-09-26,North,Apparel,1,11.2,7.45
1445,2024-09-26,North,Electronics,3,174.44,99.02
1926,2024-09-26,South,Books,1,6.0,3.39
2989,2024-09-26,West,Sports,8,249.32,180.89
1977,2024-09-27,South,Electronics,5,137.11,86.28
1460,2024-09-28,North,Books,8,23.76,17.16
2456,2024-09-28,East,Electronics,2,67.93,48.15
1933,2024-09-29,South,Apparel,2,8.55,5.04
1938,2024-09-29,South,Electronics,12,889.6,510.71
1945,2024-09-29,South,Sports,2,72.42,50.27
2975,2024-09-30,West,Apparel,3,29.83,18.87
2532,2024-10-02,East,Home & Garden,12,240.22,141.81
3080,2024-10-02,West,Home & Garden,3,34.89,21.0
3104,2024-10-02,West,Apparel,6,187.86,128.28
1481,2024-10-03,North,Apparel,2,13.52,8.02
2541,2024-10-03,East,Electronics,3,280.08,177.93
3065,2024-10-03,West,Books,11,43.23,27.82
3089,2024-10-03,West,Apparel,9,69.79,47.53
3105,2024-10-03,West,Books,5,23.81,14.09
1522,2024-10-04,North,Books,5,51.19,35.1
1495,2024-10-05,North,Apparel,2,14.65,10.11
1503,2024-10-05,North,Home & Garden,10,402.78,246.9
2010,2024-10-05,South,Home & Garden,7,232.4,144.12
2524,2024-10-05,East,Sports,6,130.87,90.45
3034,2024-10-05,West,Electronics,2,175.48,106.89
3048,2024-10-05,West,Home & Garden,4,57.17,40.45
3097,2024-10-05,West,Electronics,10,545.04,339.06
1498,2024-10-06,North,Electronics,5,164.4,96.77
2039,2024-10-06,South,Electronics,1,113.74,66.43
2509,2024-10-06,East,Electronics,5,128.54,81.67
2564,2024-10-06,East,Apparel,4,87.39,58.11
3082,2024-10-06,West,Sports,8,422.41,310.04
2000,2024-10-07,South,Electronics,7,419.82,288.74
2014,2024-10-07,South,Books,7,82.88,52.83
2538,2024-10-07,East,Electronics,5,369.51,259.9
3045,2024-10-07,West,Books,11,64.98,45.68
3055,2024-10-07,West,Books,10,85.0,54.9
3066,2024-10-07,West,Home & Garden,6,305.47,173.47
3103,2024-10-07,West,Apparel,4,44.16,30.01
1465,2024-10-08,North,Apparel,5,102.81,75.71
2517,2024-10-08,East,Sports,7,43.46,25.95
2526,2024-10-08,East,Books,2,8.9,5.46
3070,2024-10-08,West,Books,6,17.81,12.93
3091,2024-10-08,West,Sports,12,270.6,161.83
1471,2024-10-11,North,Apparel,3,23.33,15.28
1472,2024-10-11,North,Electronics,5,482.83,308.35
2017,2024-10-11,South,Books,7,66.51,45.26
3040,2024-10-11,West,Apparel,5,70.6,38.88
3063,2024-10-11,West,Apparel,12,69.83,49.24
2025,2024-10-12,South,Home & Garden,12,433.86,255.37
2038,2024-10-12,South,Apparel,12,181.31,109.14
2557,2024-10-12,East,Home & Garden,5,49.55,27.67
3100,2024-10-12,West,Electronics,4,353.84,229.69
2015,2024-10-13,South,Apparel,9,184.18,107.16
2550,2024-10-13,East,Books,9,105.35,65.12
2554,2024-10-13,East,Home & Garden,2,31.85,22.62
3078,2024-10-14,West,Books,12,110.39,81.01
2543,2024-10-16,East,Electronics,4,120.02,74.11
2566,2024-10-16,East,Home & Garden,6,159.73,92.51
1473,2024-10-17,North,Apparel,9,49.71,37.03
1489,2024-10-17,North,Sports,4,114.6,63.52
2004,2024-10-17,South,Sports,11,697.9,407.03
2040,2024-10-18,South,Books,8,100.48,68.06
2523,2024-10-18,East,Electronics,8,621.79,427.67
2552,2024-10-18,East,Home & Garden,7,240.8,156.44
1468,2024-10-19,North,Apparel,11,125.36,73.01
1515,2024-10-19,North,Home & Garden,1,20.75,12.29
1999,2024-10-19,South,Electronics,5,351.28,211.43
2019,2024-10-19,South,Electronics,11,1237.24,745.31
2533,2024-10-19,East,Home & Garden,11,297.35,199.97
2569,2024-10-19,East,Home & Garden,5,110.52,67.49
1494,2024-10-20,North,Books,5,18.09,10.42
2001,2024-10-21,South,Sports,6,210.53,146.22
2023,2024-10-21,South,Books,12,101.42,60.17
2542,2024-10-21,East,Home & Garden,2,71.86,41.76
2511,2024-10-22,East,Sports,2,79.62,59.01
3090,2024-10-22,West,Apparel,2,49.9,28.11
2022,2024-10-23,South,Books,11,85.21,56.18
2026,2024-10-23,South,Apparel,11,247.72,144.45
3050,2024-10-23,West,Books,2,11.63,6.82
1491,2024-10-24,North,Books,6,62.14,40.78
2020,2024-10-24,South,Electronics,2,130.12,73.48
3094,2024-10-24,West,Apparel,6,97.28,70.82
3101,2024-10-24,West,Electronics,1,109.6,62.73
3106,2024-10-24,West,Sports,11,167.15,112.08
2522,2024-10-25,East,Apparel,7,86.83,58.4
2545,2024-10-25,East,Books,5,51.31,29.89
3061,2024-10-25,West,Books,8,74.96,45.17
3068,2024-10-25,West,Apparel,11,227.94,136.7
2027,2024-10-27,South,Sports,7,384.5,244.49
2018,2024-10-29,South,Home & Garden,4,162.27,98.17
2570,2024-10-29,East,Sports,4,90.98,66.5
3054,2024-10-29,West,Apparel,7,131.07,95.84
1469,2024-10-30,North,Home & Garden,6,208.36,153.72
1508,2024-10-30,North,Books,1,6.03,3.71
2031,2024-10-30,South,Books,2,11.13,8.09
2548,2024-10-30,East,Sports,9,136.21,75.02
2555,2024-10-30,East,Electronics,5,262.74,193.65
2527,2024-10-31,East,Sports,7,255.07,176.46
2560,2024-10-31,East,Sports,1,41.52,24.81
3076,2024-10-31,West,Sports,8,354.81,224.23
1484,2024-11-01,North,Sports,8,415.2,245.67
1487,2024-11-01,North,Electronics,1,79.79,51.86
1512,2024-11-01,North,Electronics,5,520.85,322.75
3041,2024-11-01,West,Sports,3,32.05,23.54
1466,2024-11-02,North,Home & Garden,1,36.74,24.16
1496,2024-11-02,North,Electronics,6,330.96,237.1
3035,2024-11-02,West,Apparel,10,62.04,45.65
1991,2024-11-03,South,Sports,5,300.59,187.18
2012,2024-11-03,South,Home & Garden,7,335.36,240.84
2042,2024-11-03,South,Home & Garden,12,465.74,263.42
2512,2024-11-03,East,Books,9,40.93,28.09
3081,2024-11-04,West,Sports,2,111.37,74.06
3085,2024-11-04,West,Apparel,1,13.81,8.66
3086,2024-11-04,West,Electronics,4,236.93,156.3
1467,2024-11-06,North,Home & Garden,6,210.92,142.65
1992,2024-11-06,South,Sports,7,218.06,136.23
2562,2024-11-06,East,Home & Garden,4,104.64,59.95
1480,2024-11-07,North,Electronics,11,721.57,536.81
1510,2024-11-07,North,Sports,3,24.61,16.01
2553,2024-11-08,East,Sports,1,10.18,6.82
3071,2024-11-08,West,Apparel,12,182.25,107.73
3107,2024-11-08,West,Books,1,10.33,6.41
2006,2024-11-09,South,Books,2,12.45,8.15
2539,2024-11-09,East,Books,11,46.02,27.47
2036,2024-11-10,South,Sports,10,389.72,280.06
1513,2024-11-11,North,Home & Garden,10,148.68,100.3
2016,2024-11-11,South,Apparel,2,32.39,23.78
2007,2024-11-12,South,Electronics,3,203.02,138.44
2531,2024-11-12,East,Apparel,1,9.67,6.13
3062,2024-11-12,West,Electronics,5,540.35,353.75
2546,2024-11-13,East,Apparel,9,117.12,84.41
3077,2024-11-13,West,Apparel,5,37.3,21.09
3084,2024-11-14,West,Electronics,12,689.89,396.45
1501,2024-11-15,North,Home & Garden,9,213.05,143.1
2521,2024-11-15,East,Books,2,16.8,11.3
2549,2024-11-15,East,Electronics,11,1270.06,720.18
3075,2024-11-15,West,Home & Garden,2,42.28,27.55
1486,2024-11-16,North,Electronics,11,498.42,286.06
1493,2024-11-16,North,Books,4,19.27,13.55
1998,2024-11-16,South,Sports,8,369.71,216.36
2024,2024-11-16,South,Electronics,4,106.35,62.73
2045,2024-11-16,South,Sports,8,123.51,75.52
2558,2024-11-16,East,Sports,9,425.78,249.94
2030,2024-11-17,South,Home & Garden,3,58.15,41.23
3036,2024-11-17,West,Apparel,5,69.02,46.21
3039,2024-11-17,West,Books,4,18.91,10.42
1490,2024-11-18,North,Home & Garden,12,342.66,201.47
1519,2024-11-18,North,Books,12,54.39,34.9
2005,2024-11-18,South,Apparel,6,53.84,32.86
3108,2024-11-18,West,Electronics,3,128.58,73.06
1485,2024-11-19,North,Home & Garden,6,226.15,137.9
1518,2024-11-19,North,Home & Garden,11,493.6,294.3
2540,2024-11-19,East,Books,12,36.34,26.87
2567,2024-11-19,East,Home & Garden,4,114.48,68.74
1483,2024-11-20,North,Electronics,9,596.67,419.83
1996,2024-11-20,South,Sports,4,176.18,100.93
2516,2024-11-21,East,Sports,10,254.95,156.23
2525,2024-11-21,East,Sports,4,67.55,37.65
3072,2024-11-21,West,Apparel,8,162.89,97.47
1476,2024-11-22,North,Home & Garden,3,121.52,67.04
3079,2024-11-22,West,Home & Garden,1,7.4,5.52
3098,2024-11-22,West,Books,10,33.09,19.1
1482,2024-11-23,North,Home & Garden,8,362.22,203.28
2547,2024-11-25,East,Electronics,9,833.25,574.5
2561,2024-11-25,East,Apparel,10,83.12,60.86
2568,2024-11-25,East,Sports,3,82.4,59.84
1514,2024-11-26,North,Electronics,4,161.81,119.71
3087,2024-11-26,West,Home & Garden,9,239.94,136.49
1492,2024-11-27,North,Home & Garden,5,218.63,147.35
1500,2024-11-28,North,Sports,2,60.24,38.47
1990,2024-11-28,South,Home & Garden,3,48.78,34.36
1997,2024-11-28,South,Electronics,9,383.97,240.39
2003,2024-11-28,South,Apparel,8,51.07,32.69
2535,2024-11-28,East,Electronics,5,285.34,209.96
1497,2024-11-29,North,Electronics,6,552.29,333.12
2011,2024-11-29,South,Sports,11,286.82,208.21
3047,2024-11-29,West,Electronics,6,588.39,394.58
3093,2024-11-29,West,Electronics,10,1184.3,747.74
2528,2024-11-30,East,Electronics,6,198.62,116.65
1506,2024-12-01,North,Apparel,8,162.83,113.36
3037,2024-12-01,West,Apparel,6,124.08,74.1
3052,2024-12-01,West,Books,1,7.3,5.28
1477,2024-12-02,North,Sports,5,96.18,60.82
2518,2024-12-02,East,Sports,10,166.72,111.64
2033,2024-12-03,South,Electronics,5,350.37,212.68
2043,2024-12-03,South,Electronics,4,98.03,65.49
2529,2024-12-03,East,Sports,11,327.67,226.58
3053,2024-12-03,West,Electronics,12,1056.92,789.93
3102,2024-12-03,West,Electronics,10,413.53,247.69
2544,2024-12-04,East,Books,8,37.44,21.91
2507,2024-12-05,East,Electronics,11,1125.4,704.03
2514,2024-12-05,East,Home & Garden,8,54.38,38.87
1479,2024-12-06,North,Books,12,91.36,53.58
2013,2024-12-06,South,Books,6,68.01,46.17
1517,2024-12-07,North,Electronics,5,228.35,125.97
2044,2024-12-07,South,Books,6,51.94,30.84
2047,2024-12-07,South,Sports,6,187.01,121.85
3069,2024-12-08,West,Apparel,10,135.68,75.77
1474,2024-12-09,North,Home & Garden,9,335.97,227.51
1516,2024-12-09,North,Books,5,45.91,33.57
3092,2024-12-10,West,Electronics,1,83.23,50.39
1478,2024-12-11,North,Sports,7,335.64,226.58
2515,2024-12-11,East,Apparel,4,37.07,23.45
3043,2024-12-11,West,Home & Garden,12,178.52,110.55
1475,2024-12-12,North,Sports,9,273.23,167.1
1502,2024-12-12,North,Books,4,33.2,18.26
2028,2024-12-12,South,Home & Garden,6,138.95,87.81
2510,2024-12-12,East,Home & Garden,4,125.92,81.05
2559,2024-12-12,East,Electronics,11,1127.26,773.85
3083,2024-12-12,West,Apparel,3,67.43,41.4
3099,2024-12-12,West,Electronics,1,117.31,68.55
1507,2024-12-13,North,Sports,2,130.69,75.03
2046,2024-12-13,South,Electronics,3,202.44,130.62
3056,2024-12-13,West,Electronics,9,973.87,651.41
3064,2024-12-13,West,Apparel,10,177.31,128.99
1505,2024-12-14,North,Apparel,4,42.53,26.15
2002,2024-12-14,South,Books,3,28.55,16.56
3060,2024-12-14,West,Sports,12,477.52,313.14
1470,2024-12-15,North,Books,8,85.77,59.19
2519,2024-12-15,East,Sports,2,28.92,21.31
2563,2024-12-15,East,Apparel,12,85.37,49.21
2029,2024-12-17,South,Books,6,24.65,14.62
2536,2024-12-17,East,Books,4,44.41,31.68
2506,2024-12-18,East,Sports,6,183.04,118.52
2534,2024-12-18,East,Apparel,7,125.95,94.38
2037,2024-12-19,South,Electronics,1,51.63,30.73
2551,2024-12-19,East,Electronics,11,475.46,290.05
3073,2024-12-19,West,Electronics,12,376.52,213.89
1464,2024-12-20,North,Books,9,74.1,50.99
1521,2024-12-20,North,Home & Garden,4,70.05,52.54
2021,2024-12-20,South,Electronics,4,345.88,190.94
3038,2024-12-21,West,Home & Garden,8,150.09,106.13
3042,2024-12-21,West,Apparel,11,204.79,137.93
3046,2024-12-21,West,Apparel,6,70.23,50.33
3059,2024-12-21,West,Books,6,48.84,27.56
3074,2024-12-21,West,Home & Garden,8,173.95,115.44
2034,2024-12-22,South,Books,1,13.16,7.34
2035,2024-12-22,South,Electronics,2,140.14,79.31
3095,2024-12-22,West,Apparel,3,22.33,14.21
2009,2024-12-23,South,Electronics,10,1255.13,816.68
2565,2024-12-23,East,Apparel,12,198.26,134.74
1499,2024-12-24,North,Apparel,10,96.05,59.7
2508,2024-12-24,East,Sports,12,588.08,369.83
2530,2024-12-24,East,Home & Garden,10,320.99,232.75
